address,ens_name,follow_count,follow_count_space,follow_count_non_space,total_votes,total_proposal_interaction,total_proposal_interaction_in_space,total_proposal_interaction_non_space,total_nft,rewards_nft
0x3a79595dcdA4727b4685F79E2F178BdC02848050,NULL,5,1,4,26139.95147,109,50,59,3,0
0xc4dFc3fB41537D2bde497BA14A65cD7e18ABeDD0,unione.eth,14,1,13,98241.79101,108,28,80,36,1
0x47b982b6fBD7cD7F6Ec19A2F2daD47e38097C3f0,elisey.eth,20,1,19,27653.23001,108,6,102,18,0
0x73b13c395A0aCC4979b6492f89E2C279EC9433b8,NULL,14,1,13,55823.00529,107,78,29,25,1
0x73b13c395A0aCC4979b6492f89E2C279EC9433b8,NULL,14,1,13,55823.00529,107,78,29,25,1
0x03cEB1151aC63705Fc6CCf835400501e747aA306,NULL,9,1,8,35429.0394,107,26,81,50,1
0x23f198b0C23CF1bCce7b38a1Fde27ae76541C500,t-sanjuro.eth,6,1,5,31192.59149,107,23,84,41,3
0x18F8B654187f80E1738bcAb04230861a498A4Db8,ethforever2022.eth,17,1,16,27207.43547,107,51,56,32,1
0xFdB634527b50DA38dDDd673059a25667BAb7cd62,NULL,11,1,10,26841.68322,107,60,47,39,1
0x46abFE1C972fCa43766d6aD70E1c1Df72F4Bb4d1,snxambassador.eth,0,0,0,6198060.53,106,5,101,0,0
0x8eD16e19F2aE9142AbF9221c08A384A568dFc710,stihac.eth,7,1,6,44119.14432,106,81,25,50,1
0x1DA808509d5C021D75384699E14ab14B68E2FCBb,66818.eth,20,1,19,29333.68733,106,28,78,26,1
0xB33153402005A4b085C2Fb5c1a50ED5AaD7039C4,NULL,6,1,5,28318.72578,106,85,21,20,2
0xF3602E9C97251D8c0df4088d7ee2ff0d6E0Aa58E,masterxiao.eth,6,1,5,26464.37688,106,75,31,13,2
0x88620b600aFF43F796E7e1ED1335286c29eB37A6,NULL,2,1,1,311748.2129,105,35,70,3,0
0x432E04a7161Ec22c7cAE102E89e356170fC05268,areint.eth,13,1,12,69973.11848,105,87,18,21,2
0x279630304EcA93C692E0F26870Def510439A0C5B,digouzi.eth,20,1,19,55591.38061,105,53,52,50,0
0xF313ddb7cbD761657f7582545a417dccD7566a57,NULL,6,1,5,66544.34037,104,89,15,22,2
0x0D706f2B03D007D7205d897A537f9D09Ba78c0c8,911120.eth,9,1,8,33417.5278,104,88,16,46,2
0xF71E27121Ff02519169dC00Ef1832c3BAbA90049,NULL,3,1,2,27345.19593,104,89,15,16,0
0x7899d9b1181cbB427b0b1BE0684C096C260F7474,minimalgravitas.eth,2,1,1,14976691.55,103,90,13,4,0
0xbE8E817e0bc4fE3Bcda2491C6440F0e2d882b0Fe,NULL,20,1,19,50567.68491,103,73,30,40,3
0x07E3FD33a63a8d1EEBc7D18a33d1327f5394a1cb,sanrenxing.eth,10,1,9,27531.2422,103,29,74,50,0
0x44376B6EfA09f420846D36eFcF6470d527E91256,mamadrobusta.eth,18,1,17,57796.98845,102,46,56,50,1
0xC091BBEacE46D402ffc216D6b80a263638D630F8,chesse.eth,6,1,5,52360.39439,102,57,45,42,0
0x7a0f28264E889142311Cb6A517aC5C2294c7D673,aimyon.eth,20,1,19,42921.33126,102,30,72,50,0
0x9feDB4D801A82b9B5F2D0E7dd0F3a1c88B3a6A23,55558.eth,5,1,4,45736.13417,101,53,48,36,4
0xcBb82d22b1624761b62BD807b01B7d491dA8b4F5,jayyi13.eth,15,1,14,33050.89252,101,22,79,50,2
0x07d124906e7A2a5d86ad66c1280bB4160C8015Ae,NULL,8,1,7,31056.38137,101,45,56,27,1
0xb07Abd7eBB87B58B687A42AAfa0209b4DF6aE049,NULL,16,1,15,106552.2304,100,56,44,30,1
0xd1B69961DF7b513194ba0180FD6A664ed07E4743,deinfo.eth,20,1,19,30412.33309,100,29,71,15,1
0xA0f055cd4FEAc4E3231cFC21a2F5A7A9D67B6Fa8,whyfud.eth,12,1,11,239998.0089,99,50,49,37,0
0x36E25318479075556C43B3D74F6C264DbF20b727,NULL,2,1,1,69918.06259,99,90,9,15,0
0xE073715ab98fB49F700fBDbA0FC53C61E9DEA028,sssssss.eth,9,1,8,43504.57228,98,56,42,19,1
0x73534637ed2381Bd0929d27ac073c479eD6a8fC2,withfamily.eth,3,1,2,41454.11096,98,72,26,50,1
0xc55F05EAb494C11F96DE1eE0Afec466d42aB04cf,NULL,3,1,2,36033.10074,98,86,12,2,2
0x391D9B21C0b6416ab3B4B6275B957E3300BE11D5,NULL,12,1,11,32158.74887,98,48,50,19,1
0xF18aeb8984Df9C39B427BF9A5B44A5e85b1f8d0c,wendsleydale.eth,3,1,2,943719.3891,97,86,11,50,0
0xFC10A71B1E7974401D840fd15ceBf08Ed7E115Cc,jrocki.eth,7,1,6,463622.4799,97,89,8,50,5
0x4e42Bd9e46444146C6Ae31Bc301F0Ab7CF623eE7,wolas.eth,12,1,11,143333.2703,97,61,36,27,0
0xeba06532a72bec44A1d33130aaa7C45c31e502F6,leeyde.eth,20,1,19,39137.88429,97,36,61,50,1
0x5F96322bafb9B06e33930E68BF8DB3f23F83F126,NULL,10,1,9,34775.99931,97,35,62,35,2
0xb1D3BCd7232a118b915339f631439d2dC2968CBf,faram11.eth,5,1,4,32670.53041,97,63,34,40,1
0xB1328907b14700379905D6d733Fb0B31e46f3d62,yigal.eth,6,1,5,91962.61344,96,37,59,14,0
0xd9C629Ff901496C08a52A048DF8cF68938F70fB0,NULL,14,1,13,91163.56959,96,30,66,7,1
0x3994537274f3fF3eefc413E0D669b05D6446D46b,millymonthly.eth,12,1,11,38829.68325,96,13,83,25,0
0xcFdCA673b940F3740901052CC96Fc38D7E5Ac22F,NULL,13,1,12,36512.76604,96,47,49,33,1
0xEe5B5c741E8c14918296155EE5F8AB50C6b96d5c,NULL,3,1,2,34667.85841,96,84,12,1,1
0x429F9aDA43e9F345CbB85EC88681BB70Df808892,polynya.eth,1,1,0,180569087.2,95,91,4,21,1
0x94Db037207F6fB697DBd33524aaDffD108819DC8,joxes.eth,5,1,4,15324615.79,95,92,3,13,0
0xDCF7bE2ff93E1a7671724598b1526F3A33B1eC25,gonna.eth,3,1,2,10356983.06,95,90,5,21,1
0x509aaF71f59b61F6e2184F8c2dB7dA0BaCF6d53a,NULL,13,1,12,386316.4026,95,54,41,50,2
0xAfD5f60aA8eb4F488eAA0eF98c1C5B0645D9A0A0,0xmcfly.eth,17,1,16,115456.7115,95,16,79,24,0
0x62696568c46F56644d9B35051444FC6ec9Cd695a,huodongpo.eth,12,1,11,74649.47106,95,63,32,20,0
0x6B287f015cf2253C8928304eb70EdF689A9f15D1,zetaswap.eth,17,1,16,64065.18478,95,75,20,38,1
0x27daDcAC8613dE8D27519BFF92A3e0Fa7fd16871,0xham3d.eth,20,1,19,41050.67454,95,31,64,20,0
0xEcf3515a589979e98Fc8cb8473F631b5F287c002,115555.eth,9,1,8,209408.7327,94,26,68,50,1
0x5d7924e2E8EDE8276dc1f48AEE226fC2091F2369,NULL,1,1,0,37206.20315,94,67,27,30,1
0x3D581f0107f292a92E985125F7891d7025642845,NULL,2,1,1,30873.79731,94,92,2,3,1
0xeC5C0f3faC5a5D5CDae894361DcE1e83fb036F62,hiboo.eth,20,0,20,100945.4093,93,39,54,50,0
0xeC5C0f3faC5a5D5CDae894361DcE1e83fb036F62,hiboo.eth,20,0,20,100945.4093,93,39,54,50,0
0xF6bc0e3662a840dc1Fd939652dCC793c3EDfAA1e,jamesaaebamrs.eth,13,1,12,97246.29649,93,24,69,50,0
0xeC9146b0d06Ff6d504AbFDf310ffBA49096d3409,NULL,12,1,11,34196.31317,93,51,42,37,2
0x75536CF4f01c2bFa528F5c74DdC1232Db3aF3Ee5,katiegarcia.eth,1,1,0,79809322.71,92,92,0,3,0
0xd2D117e6dbbfdD74D6b865ff859a4611bD29F3Ed,rustedpopcorn.eth,3,1,2,497669.7753,92,49,43,9,2
0x274C3830a17CFA9FF1D618BE430CbA05569A7Fc9,NULL,1,1,0,71472.24591,92,92,0,7,1
0x82c631C06b2F4C8A2812F029788b2c6D99d2B8ea,NULL,3,1,2,68295.42786,92,88,4,12,0
0x57ADA3129b89De188b211Ef50ffCB29385B80B82,NULL,2,1,1,67583.77478,92,41,51,0,0
0x4dC08221AF9352f411d69648d960369d137332F0,matalight.eth,4,1,3,58569.23914,92,57,35,8,1
0xFef75B27d4Ae3D5228bCc2912f9CdCEAfe5f82E3,pinokino.eth,17,1,16,28442.79919,92,37,55,46,2
0x87b3fb5ab326B2fEd7B41D34467f1cF1301Efc70,NULL,19,1,18,94289.38717,91,56,35,25,0
0x6EA649FC345F83a8c88b8F8CC3B1C3488aA3bA55,dong88.eth,14,1,13,105670.167,90,37,53,50,1
0x5EA30C538CEb6F3a51D1BA88eF85bE690344B520,369369369369.eth,20,1,19,28088.97778,90,62,28,41,3
0x43F023e9dF3e3A9521Aca231888fB0385e3d56Bc,NULL,6,1,5,76066.10535,88,48,40,19,1
0x39e494fB02764904a9d89D70A149D19331654e21,kimway.eth,1,1,0,39988.48713,88,87,1,50,2
0x3316263C19bed1A29a88F3d7f8e95b15eAe9a385,dysthymia.eth,20,1,19,39850.64336,88,38,50,13,1
0x85b8622985d3714C404F372Ba102d88aAAB8E1ED,NULL,6,1,5,34634.23508,88,39,49,30,0
0x96Ea3317a62d77d66b857b323abF56d3c8acC6A4,paleo.eth,4,1,3,184448.5233,87,55,32,21,1
0x7Cb6329eF5A332e8687888D604b03Cf9aFEfC944,NULL,4,1,3,122124.8153,87,49,38,43,1
0x7DC130E21cf30C5e3ADfC46664f55ff2c49502dd,NULL,7,1,6,86065.21115,87,41,46,33,1
0x827282DEF6Ac312de27dbDFA013262CAf33F16b4,NULL,0,0,0,53605.74413,87,69,18,28,1
0xAf4807D083287f205d897e6D00c6FdE1bF0A241A,wilsonng.eth,20,1,19,46310.88395,87,22,65,43,2
0xf14729358C35E7a024639Ea97Aa991B2d577DAD5,nateowle.eth,20,0,20,60024.44874,85,12,73,50,3
0x63e508F44A87051CF7A0848330Ba2760CCF375B0,mazumba.eth,19,1,18,30885.06016,85,46,39,34,1
0xdf41D84ED889DDfAf25fb411151598d6a4982D8a,ranbankurokibhumi.eth,6,1,5,29654.99613,85,64,21,14,0
0x783dB0d30e2ce47b9EF9eAEe9E32A6CAEF8022F4,166888.eth,6,1,5,159953.4832,84,56,28,12,1
0xfcA5BDce638Fb8b80438bdb41F5CedcAA8893bc7,teaearlgreyhot.eth,9,1,8,43236.5005,84,63,21,29,2
0x24758547F2Ea320d02B7866Eb5F0cDb6e60d38d8,34555.eth,2,1,1,37178.65319,84,58,26,23,2
0x85d33380514Aba3aE6CF1C58ad9717a2B1cF0272,jhj567.eth,20,1,19,101033.827,83,61,22,37,3
0x85d33380514Aba3aE6CF1C58ad9717a2B1cF0272,jhj567.eth,20,1,19,101033.827,83,61,22,37,3
0xE4E076Ec8C75AFea19A8AE686104D3a819Ce8bd5,zhaomou.eth,16,1,15,71448.24426,83,49,34,15,0
0x4831B68c872A7b8B320Fe7BC9C27b191F646C3bA,NULL,0,0,0,52828.57909,83,68,15,20,1
0xcC649894480795176571Ab35328bff004A81C74e,axure.eth,5,1,4,36421.43141,83,44,39,0,0
0xe3E09d41a30603A68F7A6b548d87c394F63Ffb27,ruggingyourpants.eth,8,1,7,26077.90313,83,38,45,38,1
0x84da37133a088Fbf4e21D80Aec2CC260B52eA116,k.mirror.xyz,10,1,9,63583.48249,82,26,56,19,1
0x6585777B8d8055e7453E354D5D3dCeD17682DcE4,rabbitholes.eth,19,1,18,37298.73351,82,48,34,50,0
0x1d8abD893611416a1D43Ff76dB350C995E715A8B,0022446688.eth,10,1,9,34444.4128,82,71,11,29,2
0xB1EA5a3E5EA7fA1834d48058EcDa26d8c59e8251,NULL,0,0,0,165070290.6,81,81,0,27,17
0xFE950DE30f2a8F9fc3CdFaA50c8e9Cc99d8136eC,NULL,3,1,2,1555855.397,81,73,8,15,0
0xd70333D48d72082b211d05340C8E4F9A630B315E,wagame.eth,9,1,8,711484.4224,81,63,18,25,0
0x5F367BF126FDa56D88BA88a8978D5496c66B3569,zkmehdi.eth,17,1,16,249176.494,81,31,50,30,1
0x9f8322bBc6D512F431a0a2Aca2d732956c62de80,leonlove.eth,6,1,5,62049.1337,81,65,16,50,0
0x360006FBC28958F5289C3d3f872eb9Bcc3468bad,0xcryptosummer.eth,5,1,4,46929.20731,81,57,24,11,2
0x741266Ab669E1bae49c9f8396a0AA19905b7A409,NULL,9,1,8,53603.84799,80,69,11,23,1
0x91A88E2724F935584561a7FC4b31eD1845AA58f1,NULL,1,1,0,32796.36838,80,80,0,45,0
0x0Cc340C0A7363458f72E392bcD10AA3a65e707A8,taoluluoma.eth,4,1,3,42808.4025,79,58,21,7,0
0x7518404D73Ca350F127b847533E08b33073C9366,NULL,12,1,11,35021.99983,79,34,45,39,2
0x8E055A7cCDce910C256a36585f5f929d2C889a1a,siegfriedr131.eth,20,1,19,88276.52643,78,33,45,50,1
0xa5A25ADcFd24b980E480f875Aa2086571047e14D,rplanet.eth,10,1,9,56526.12464,78,7,71,50,0
0x92680225739060c3244Af184a9B77B3fBeE8e2Cc,facaihu.eth,20,1,19,28925.93142,78,55,23,21,1
0xc9F8Ce0fC268949b70d55a055dB879ED8D9656aF,NULL,10,1,9,27101.08131,78,54,24,40,1
0xe65EE900a08Fa2290D991609c6A35F2a52c4b8c7,ebrock.eth,14,1,13,118530.3235,77,48,29,24,0
0xe65EE900a08Fa2290D991609c6A35F2a52c4b8c7,ebrock.eth,14,1,13,118530.3235,77,48,29,24,0
0x3a31d9d9120013A2f1F55Ce45068Ed9Ce4795e9F,cryptonykka.eth,7,1,6,64969.36931,77,57,20,50,0
0xdFe89CAF65862c5B46FA22e8fA2296e05BfCBF94,wubitcoin.eth,3,1,2,29634.58942,77,39,38,24,1
0x33D66941465ac776C38096cb1bc496C673aE7390,donnoh.eth,7,1,6,794843.6934,76,38,38,15,0
0xF4B93a76bfedbaA5DD58C37C438bDe519E881B37,michaeltaylor.eth,9,1,8,180637.7687,76,48,28,50,0
0x18883410d3Fe76b254720B320d586D19C8682F6D,sutefan.eth,2,1,1,59041.91952,76,76,0,14,0
0x3d89e013fF9668910C5cD71057B5397848BecE8E,zhengyanfeng.eth,5,0,5,28314.93081,76,27,49,26,0
0x45a10F35BeFa4aB841c77860204b133118B7CcAE,theethernaut.eth,2,0,2,3774910.054,75,7,68,27,15
0xded5Cf3E3569B86ad8cd2AB71DD8218085ED58C4,NULL,19,1,18,89487.96309,75,37,38,39,3
0xded5Cf3E3569B86ad8cd2AB71DD8218085ED58C4,NULL,19,1,18,89487.96309,75,37,38,39,3
0xb6e24fE80b45868B2257be277957972790598459,77771.eth,3,1,2,45300.49999,75,60,15,40,4
0xAb0619d952Bf9Ac0952c70ada9e62A227C698264,NULL,8,1,7,106092.939,74,38,36,27,1
0x541118E8B36D5A111d7cEd5e5ac9a65042905346,NULL,9,1,8,69312.65408,74,39,35,43,0
0x2c7ADD7B6fB722cc4fDcFA8405d7c3888fF033E8,NULL,18,1,17,37295.66801,74,48,26,50,0
0xF0CbD26ad5F3C827b29eae8B66bfa69A7E93FF44,97763.eth,14,1,13,35735.89866,74,46,28,8,1
0x6EdA5aCafF7F5964E1EcC3FD61C62570C186cA0C,blockchainguyyt.eth,1,1,0,4136746.532,73,72,1,32,2
0x1e824C86dCeB7439ae02c0f6e5dc40E1CC284fF2,NULL,0,0,0,86996.17174,73,73,0,33,2
0x343cC3d8480ec2Bd0591adB71d858FC4A9CE1a65,cansa.eth,6,1,5,53757.18689,73,47,26,44,1
0x80DeDC37939698319A243829522240422Eb965e1,NULL,4,1,3,40978.61839,73,60,13,32,2
0xDe827Ab61F94B5568811ce223F2049aE084Ac5a5,0x233.eth,17,1,16,143410.3465,72,29,43,46,0
0xDE3ba1B41e6c612a3Ca3213B84bdaf598dfFdb9b,????.eth,13,1,12,115429.5432,72,12,60,50,4
0x05bf2958C314fa1E1D9A64fE0Cb16A12C6304F9F,jonathanng66.eth,3,1,2,61361.75829,72,68,4,39,1
0xf0AAAeb39bd9b06905Bfd85f37AB59440AA597d4,metacake.eth,6,1,5,60922.67776,72,53,19,13,2
0xf79a4CE9Bd79f43257E24986Dd35C3DfC5da5460,NULL,7,1,6,58363.23564,72,24,48,22,0
0x681F284C82Eb81054D6696aCEa2020fDC68f7Ca3,zhangjingjiang.eth,20,1,19,30309.06123,72,12,60,30,1
0xBF5310fAe4D7a0C6dF0452bCDA09aEFA2748Ad59,aegishafiq.eth,20,1,19,116859.4682,71,24,47,50,1
0x6d1895ed5a76E6f189ba125D7571d5729b484210,NULL,5,1,4,58125.85858,71,42,29,12,0
0xFf36b9cb75C9178841D8b75Baf9776bfA59FBE9d,digitaljamsa.eth,20,1,19,38289.91878,71,19,52,50,1
0x90AA5c7a67081409d0b826faCD34600463778a48,introvertguy.eth,0,0,0,33919.35203,71,26,45,50,1
0x4ac799e9B0E252bC45d499857C84809A5A444AE0,forrestn.eth,1,1,0,4139958.829,70,70,0,0,0
0x8f07bc36ff569312FDC41F3867D80bBd2FE94b76,jacob.willemsma.eth,2,1,1,25913788.01,69,63,6,19,0
0xd0214b7e8a7821A5Cb07024Bc00D64ece8Cc1067,esmeralda.eth,7,1,6,1744882.921,69,39,30,26,1
0x698da8663Df8c6AD2b8d59Dc957DD59e3E9E644d,NULL,6,1,5,57723.8695,69,24,45,24,1
0x717387664D840E39dc1d9c1AEd9F26445Cda8623,0xkaruru.eth,7,0,7,31851.56185,69,41,28,3,1
0x9b8EcC555143FC33b9809e7F4DC69179161208aE,ambassadorofhodl.eth,12,1,11,27835.75385,69,34,35,34,0
0x1B686eE8E31c5959D9F5BBd8122a58682788eeaD,delegate.l2beat.eth,0,0,0,43742774.34,68,61,7,0,0
0x9E26e1B35164aFB1332592AF393edf5F2A2C7F51,NULL,1,1,0,17810390.68,68,67,1,23,1
0xca43e41AB00E53B7685C8062d1651727013ebD97,NULL,0,0,0,38928.22363,68,62,6,9,1
0x751F6102A51047d148e510C20FF88c60eC9a9d9f,okexchain.eth,7,1,6,30774.18165,68,53,15,18,1
0x26F10640Ddd00dd4fc219c255CaAab12255b8023,mr0x718.eth,4,1,3,28285.26921,68,60,8,11,0
0x523d007855B3543797E0d3D462CB44B601274819,salatti.eth,5,1,4,7306039.738,67,57,10,4,0
0xb150c9bEd10a8C62997d58a81c4e1fA75160643e,NULL,5,1,4,59412.95589,67,24,43,8,0
0x42dFA24126138c3acC5dC0b29C6eF6DD161Ee225,NULL,11,1,10,113396.7627,66,46,20,49,1
0x9985f9044a7C2546066FFd62b85CDa4aA4c651A2,rufkm.eth,1,1,0,63398.91452,66,63,3,19,1
0xCeEeFC1E9A46DC27766a7C8956c1c2457d51B645,NULL,3,1,2,32597.99645,66,62,4,4,0
0x220a6CB04d48CA2c33735E94DF78c17F8B0F7C9F,abadulrahman.eth,16,1,15,158191.8248,65,28,37,50,4
0x6a736EDA88fE0A745Aa9f27dE90263DfDdd67E23,xmichel.eth,5,1,4,47554.06377,65,54,11,9,1
0xC99b0676199dC3F8d3317Ac003b85441cbCEAd45,NULL,1,1,0,37291.68535,65,48,17,26,1
0x1DaBe414EB584533EE72E603fF33BA793E3c98f1,NULL,5,1,4,95705.72092,64,37,27,36,1
0xF95e43cC86ea8cCC0893F58027194ce62ffd8e98,NULL,0,0,0,48165.77647,64,62,2,20,1
0x6A8f5A07E5A49a88fa03a1E0B757821e235293C0,NULL,5,1,4,47316.43497,64,31,33,4,0
0x0696CCA4f346552E2A8B822ce9AfA50413976A0F,假猫伟略.eth,10,1,9,38556.85313,64,36,28,23,0
0x6F133b985501DBc3a697FB5244924B57C5Ac8C72,ethnissity.eth,5,1,4,121084.2678,63,54,9,21,0
0xD16525e5E463316d3F2087De6a23c72E529FC1a8,readthemarket.eth,12,1,11,49816.81704,63,33,30,1,0
0x26ed0Cd4F29Bd1F4De0dbd782C668D417f12775b,NULL,0,0,0,45058.34788,63,58,5,18,1
0x38D0604E7A9F3E367dCd55a3F3745392843e99D1,NULL,3,1,2,42727.70491,63,55,8,9,1
0x1260655b5D9bC0e6097aBe51a1f0BEafA3363762,0xshine.eth,5,1,4,29617.39947,63,55,8,50,1
0x4486E2ED93250e4514D0A848135dA9f952F17336,NULL,5,1,4,29434.92075,63,41,22,1,0
0xd83EcE87502097dF0C61B37322BBe71A2AE41A07,ethflame.eth,8,1,7,83940.91527,62,49,13,25,2
0xCB2855C0FECeF8eAB1ee82a0fC3358577c317802,secret7.eth,0,0,0,61325.79877,62,47,15,13,0
0x28Fa48B7539cb96Ca15079307C97428DB8eb59c9,NULL,0,0,0,45058.30722,62,58,4,18,1
0x47549016d259fdf677f2076Bb61d871C6F07da83,NULL,0,0,0,45058.30701,62,58,4,19,1
0xF417ACe7b13c0ef4fcb5548390a450A4B75D3eB3,woj.eth,2,1,1,3271644.907,61,37,24,8,0
0x816F1a81D044eeE1fC46C540084426EC26402999,qucha.eth,1,1,0,154217.4833,61,60,1,5,1
0x46b774B5b14055728C98784d63BE54d1B74aeBF4,NULL,3,1,2,104156.0181,61,57,4,26,1
0x991500205fa1E65301b2fE2C7d7b6Ec9Ff8a526D,NULL,0,0,0,45058.30701,61,58,3,21,1
0x85334d1ddDfFc4F927CF185AE147C994A4Fd8EcE,NULL,0,0,0,45058.30701,61,58,3,18,1
0x2a704f87CB047691139c6fEC103ffbb10F9C67a2,0x1024.eth,20,1,19,39605.31796,61,21,40,41,1
0xFcD991Ba83bb0C10132Ed03989e616916591A399,tjb-1958.eth,0,0,0,29799.35297,61,36,25,26,1
0x77f52c6f7b47F833d6032b1Dc172Bc2892B8c75f,NULL,2,1,1,28102.76732,61,61,0,2,0
0x3c36e10c0048c298b87Eb26601A374aeb86b1b93,0xedip.eth,5,1,4,27132.56937,61,28,33,25,1
0x4180Fc6676c646dd127Fd4aFaC0021D2BEB8df32,NULL,20,1,19,26243.84504,61,44,17,23,1
0x0ef0c89149152f57D42Df5E3AEd1B9B8305e7e18,164999.eth,20,1,19,98284.09749,60,9,51,2,0
0x2a3dCE6fF287cd2D4968849317A52177869b7150,supra.eth,3,1,2,40740.27345,60,34,26,0,0
0xaA89dB3f37642D4093dc71ED2c411D6FD6291da7,0x4858.eth,7,1,6,27190.35767,60,35,25,20,1
0x1372eDA77Df5A048db8Af4Db3D8680fF56388824,NULL,1,1,0,7377443.445,59,59,0,0,0
0x062a07cBf4848fdA67292A96a5E02C97E402233F,exospherel2.eth,3,1,2,6595615.246,59,48,11,22,1
0xa5828AA399F166E7723081dE17853c9700f63812,NULL,2,1,1,209694.0152,59,58,1,2,0
0x112DeDC15E42072cC8549B81d6c130db3CFE493a,NULL,4,1,3,87516.008,59,42,17,14,1
0x85274906F537e0aA3823855Bd6A0e374c771d19B,miladdf.eth,9,1,8,81713.21678,59,40,19,37,0
0x85274906F537e0aA3823855Bd6A0e374c771d19B,miladdf.eth,9,1,8,81713.21678,59,40,19,37,0
0x40785dC5b775D91c09855765e41ede2E5Cf909ea,vurawn.eth,7,1,6,54823.83742,59,20,39,6,1
0x2f98524BED665c8f644749Ea088bab2fC6e9282d,debili.eth,2,1,1,36540.50582,59,47,12,2,1
0xbc46E17c3ACbF1a46BEdb46B7068248aE9489FC8,hivewithme.eth,7,1,6,36136.95527,59,52,7,25,0
0x4E91aF8E4282eb78bFB4c3a8D90DB2804B6c02ee,mokia.eth,4,1,3,31386.17007,59,41,18,28,2
0x55cd3aA91384501B59D1B8e7796EEecE52e25a14,pumpldo.eth,0,0,0,28570.08739,59,51,8,4,1
0x4f41877773e44F2275dA1942FEe898556821bf66,jackanorak.eth,1,1,0,12917179.96,58,58,0,3,0
0x130FFD7485A0459fB34B9adbeCf1a6dDa4A497d5,NULL,15,1,14,136019.0002,58,19,39,29,0
0xd5735ca19C7653aB972c8C3b601cBC8C127Adbf7,tangxunlake.eth,3,1,2,61518.3884,58,40,18,36,2
0x97F5b1BdceCF3331DFB1dcBf50e593Fed5151c59,6222th.eth,8,1,7,45949.81704,58,33,25,10,0
0xC121069689bAF879e1c12d09FC519944b5c33EB8,NULL,8,1,7,40581.80131,58,45,13,18,1
0x00C7E8191a08b6B11725b459DA2d0DF60bD7C453,0xmoonape.eth,1,0,1,31081.05928,58,40,18,16,1
0xC2867dAdA433426D2AE43261A1D64d2aA7aAE647,aisiji.eth,7,1,6,31080.90728,58,40,18,5,1
0x5164cF3b0C8C0FDfE4BCc9Cf4F1e8f7E39461A59,zhangyang.eth,16,1,15,293245.5867,57,21,36,48,0
0xd6c2C3f46608c8215454489b6aEa2e5E16C465B6,NULL,2,1,1,44281.43964,57,57,0,10,0
0xb8f48aB316F8EE6956867B3e63f1619a9c7b4c5E,NULL,5,1,4,35726.17513,57,34,23,3,0
0x456f884C51541429fB8e3c9eb977BcbE4A98541C,NULL,6,1,5,28696.16867,57,45,12,28,1
0x2F9677016cB1e92e8F8a999c4541650C80C8637A,NULL,3,1,2,148783.751,56,46,10,38,0
0xB3Fd85542cff89eB0FCCc18F9483d1BC8b4fA21e,rainber.eth,14,0,14,53804.96412,56,18,38,30,3
0x1e2fc6DAbdBCE1b991Ee26dAF32A64400D7884DF,NULL,6,1,5,46983.18479,56,37,19,8,0
0x6DE768dFD79fa0b0249aaa0a5d2586305F92773d,NULL,1,1,0,43528.19096,56,56,0,9,1
0x99Fa48ccEa8a38CDE6B437450fF9bBdDAFAA4Fc8,terricola.eth,2,1,1,42715.92407,56,53,3,30,1
0x49A4fa0f6d49B54A90A8f0e955C5558CdE59B069,NULL,2,1,1,41481.21959,56,53,3,50,1
0x4C652909BA809136d4802b4Be5c33c2cd7a4126d,NULL,5,1,4,38162.44566,56,34,22,10,1
0xdF629daa1E3A099D4C87D7BA855e9561d2300032,voiceof.eth,0,0,0,2433242.893,55,50,5,30,0
0x97fe413d650D495338615150a8ed6F78A32C2e68,zkgas.eth,2,1,1,34200.69613,55,44,11,4,1
0x33de6471E0e70B5007555Ff872176D98FD1e251C,sheverse.eth,2,1,1,34200.63673,55,44,11,3,1
0x698c3255DB5fD4cC99D5a3004a4704922d76444D,volmax.eth,2,1,1,33420.7066,55,43,12,15,1
0x2a9bC298C196889a61d4a4f84212dd2CCDF8D7ae,zkong.eth,2,1,1,33300.81203,55,44,11,15,1
0x2d57dE5BC7AE2B720275AD8d6F070a606B44b2c9,kongt.eth,6,1,5,31860.85945,55,41,14,5,1
0x56e9c98d90C256b951418F176784151C7eec026F,p0xx0q.eth,6,1,5,30304.02092,55,39,16,19,1
0xB2AB36Fc53ebD1F62f17A2c7E4830a4C4BDB05c9,hobox.eth,12,1,11,26603.27463,55,15,40,50,0
0x6Fc69Da059944B4895d65f385B9A26b1285CAb88,muiris.eth,1,1,0,2632388.157,54,54,0,0,0
0xA198E245BF6929C1a1899E36BF957417143D4f7f,NULL,4,1,3,285915.4397,54,39,15,30,2
0x9E7943cEAc1f02B00E5f9d6E182F257efaA4653e,cold.watertim.eth,0,0,0,174391.9031,54,25,29,25,0
0x0b2783CB60Ff4Ec7CA869b30b8dafd801e7224B6,btcethdot.eth,20,1,19,125316.8814,54,21,33,42,2
0xE01f660B304BE815627628C38C2DCdF37F68245E,bajwa.eth,11,1,10,60306.22116,54,22,32,7,1
0x811f03743616A9D0af958956357A1143676627d4,excursion.eth,7,0,7,45414.20709,54,46,8,21,1
0x883b3dBeb71c19D6618461216fC5371f7A3A8f3A,NULL,12,1,11,43997.23134,54,28,26,21,1
0x2f161a29Cf30709ee75ed8b57A3549aEfFF2f66D,NULL,1,1,0,34690.83755,54,54,0,0,0
0x29CAeE299d95ac30Af65bD4aB0524EC220f60771,NULL,1,1,0,34690.83755,54,54,0,0,0
