address,ens_name,follow_count,follow_count_space,follow_count_non_space,total_votes,total_proposal_interaction,total_proposal_interaction_in_space,total_proposal_interaction_non_space,total_nft,rewards_nft
0x787986E916c1a0C5EBf84f7F170d46E2018dAD55,sara51371430.eth,20,0,20,57710.87856,222,73,149,50,0
0xe2665C6b02ea68e0Cf3eF1a74B88155EF10243a0,zenodotus.eth,15,1,14,82104.46413,221,75,146,50,0
0x8EBC08C08b79c7EE7de645fde878D0DBcDBF93aE,jianliwu.eth,0,0,0,37753.24108,221,36,185,3,1
0xD942010f8808996A682502Df5D5b2Af7FCBc7318,unftswap.eth,16,1,15,27204.0924,218,37,181,12,1
0x7e2d0D1C12CB1Be7440386fd49d3CeA6C744FDd6,amzimod.eth,20,1,19,202530.2745,217,38,179,35,0
0x2bcf59E816178dfdBF66D7CfC37D32687f104ae4,xiaozhen.eth,14,1,13,36640.77538,216,53,163,50,4
0x6bD141A70c694f3626213E44Ba8705c158166aE9,foad71.eth,12,1,11,33087.2637,214,71,143,50,0
0x368d54bB116dCa5D3a7f6892fdB18e06B23a13BC,911110.eth,10,1,9,28174.82872,213,78,135,50,1
0x6D526f6b4C86FBdc8e359e6bef4Cd6a42aceA2d7,amantay-a.eth,8,1,7,254703.4902,212,36,176,37,0
0xFBDF556EDeD78C467f58Be91d6d56F6eaFb16DC1,standpoint.eth,20,0,20,31042.97291,210,88,122,50,1
0x8c580556Fdb1f57853e49F409Ae9b89f7658e7A2,web3magnetic.eth,8,1,7,4364108.593,208,88,120,22,2
0xc2EA013e73E30BAd228774412fb611b5f481e378,thoo2.eth,0,0,0,36713.51242,208,90,118,18,1
0x66C97dC031bB2f6aD421CeF7b01De0CA2AE4fe64,conkerbro.eth,18,1,17,98180.73805,207,21,186,50,0
0x5BfCD9Fe67A606A6B6756DB3db647ea166E91AA0,tarrenmill.eth,7,1,6,69698.51114,206,92,114,27,0
0xF81D02a2797AfD51C71225B07076f87b29bCa025,huacaizi.eth,16,1,15,124875.1523,205,82,123,50,1
0xf66313c8cE5fF2b4712001952674530960f9632A,ethecosystem.eth,6,1,5,69118.66184,205,93,112,23,0
0x5A72BfaF8dD5b251bd008fDC0b4656319Ac0509b,NULL,17,1,16,143125.6548,204,37,167,41,3
0x8C702A9a6e0cd14a53251C630743c4F5327eddE8,calman.eth,20,1,19,53633.98823,203,38,165,50,0
0xf3C083bb6Fab2F22949e69e5470c34D6117Eb044,0xshuai.eth,17,1,16,29668.35287,202,90,112,48,1
0x2D879E33a11Aa5F880b68Bd9A97F36085472013D,louxu.eth,15,1,14,87833.21321,201,30,171,40,1
0xe7EddaA6bd37849a8A39CD963b1da137032C9146,bitnews.eth,18,1,17,55053.59453,201,51,150,50,0
0xF83abc519E046c5391d219fabF1A3C87dd5924D3,t0rich.eth,9,1,8,37901.4803,201,58,143,50,0
0x296FC93476822F91f8360d933267E8b9AA1c3D62,0xkiln.eth,19,1,18,105763.6695,199,74,125,50,1
0xe2aC0fc8d6E1041BdDd90BD1C2156785bb5dcf4D,232410.eth,13,1,12,80981.53246,199,74,125,50,1
0xE8a7372C13FDeAa369cB2b6B7470A6D630686F3C,sabrina07.eth,20,1,19,263973.1709,198,48,150,50,0
0x605dc1310d888Af6b4c5dDD0c42e63aF317966F6,NULL,20,1,19,131538.3279,196,49,147,50,1
0xdf823F05Ec88a26d4a200EE519a1C66b631c4877,xdude.eth,14,1,13,40518.51504,196,47,149,19,2
0xEf228c1955efA79fb8F940196263427cc6ab6285,derakhshan.eth,20,1,19,292491.4544,195,68,127,50,0
0x7fB29902309e4D25f95AB7dC280ae2D46212f9B6,samanlight.eth,20,0,20,135813.2707,195,69,126,50,1
0x7fB29902309e4D25f95AB7dC280ae2D46212f9B6,samanlight.eth,20,0,20,135813.2707,195,69,126,50,1
0x53b015573630d248a32b11b21E5443EFb92D9CFB,philipp1.eth,20,0,20,30409.84241,195,3,192,50,0
0x191Bed220e2cBF7F42E917e0ED370d9880E640df,NULL,18,1,17,103914.4254,194,49,145,50,1
0x191Bed220e2cBF7F42E917e0ED370d9880E640df,NULL,18,1,17,103914.4254,194,49,145,50,1
0x2a068F207215241f406d01c5B0F767eAd62f28F1,amiirii.eth,20,1,19,28769.47645,193,74,119,50,0
0x2Dd9C09A1B2fA93F2e1C47A9275A63E8733D8753,wbing.eth,14,1,13,37286.14528,192,86,106,42,3
0xDd1643978660870C354C33e6ac5aDBb9eb7005d4,mechile.eth,17,1,16,28616.88867,192,27,165,44,2
0x42aDD773B02585dbAF024Db751d8944618aDa20A,jouhatsu.eth,0,0,0,295192.5484,190,34,156,10,0
0xe29B7fB40150ea4B7cbC2f22e3ACFA67A8da021a,alpas.eth,7,1,6,255449.3496,190,77,113,50,0
0xF01B0ddebd3C22125ac691489A856d7e562bA534,unknownfund.eth,20,1,19,214046.7413,190,49,141,3,0
0x826Ff512767dEBdDB34830AA71EAEc312FECBaDd,akhavan.eth,20,0,20,53608.51725,190,39,151,50,0
0x826Ff512767dEBdDB34830AA71EAEc312FECBaDd,akhavan.eth,20,0,20,53608.51725,190,39,151,50,0
0xFaCc5d45cF8ba8d12685858a67C42312C2ec3F2F,yezixs.eth,20,1,19,29761.16864,190,84,106,50,1
0x760101382e09c357794D90482eE5c4429Fc54641,wujuanliwu.eth,0,0,0,28753.24108,190,36,154,7,2
0x0FFa84C59169853F698B3d5BC98AAfB9a0CBC0E9,NULL,13,1,12,223223.4153,189,49,140,50,1
0xBa6044F3b43106DdD7167D9904A4381DAAA1d8dB,thethere.eth,20,0,20,47349.26263,189,73,116,50,1
0x046c5c8EBC7135BD8Dca212332E56a6e7CBBA6b6,petroleumengineer.eth,15,1,14,61005.0074,188,78,110,50,1
0x043073591B24a7BDD7270E4226060EFef5B955c7,NULL,20,1,19,74105.69319,184,71,113,25,1
0x4d04a3Bfd8D9EEC765412CB03a3020215ea58156,loveandatra.eth,20,1,19,75842.07392,183,55,128,20,0
0x27259b0F4209e76f8C6Cf27106C9FF83BdC2E831,NULL,14,1,13,27984.29352,182,36,146,38,2
0x30234cE3d45577D3Bf39bE678fFB42AFb2f36ec8,NULL,5,1,4,38886.32824,181,72,109,12,1
0x572b4dE5Be467f6E7210F77940d462b9b8ef3eA5,jeroen.eth,18,1,17,45307.92993,180,5,175,24,0
0x887028E3aA15FE3dCAf0412ffFCB3dC921c93611,NULL,9,1,8,44554.44043,179,85,94,17,1
0x4B40F8fFe23BaC2035978a79077068DfA08c591f,b3happy.eth,20,1,19,48898.76352,178,53,125,40,2
0x711d5f5eBD6AdC28BD87f0256d9C154A6218c12f,NULL,0,0,0,55338.96615,177,45,132,2,0
0x6c8ade549C4295352b98bc5bA63B179568e33f0f,lusongsong.eth,20,1,19,53614.1718,177,45,132,22,0
0x9340494e3e86694fA8e387f6a12fdFc993Dce58F,NULL,0,0,0,54961.57357,176,44,132,3,0
0x862D5986d681dDf6F722C0f14D50231cC9B6395e,NULL,12,1,11,39819.68403,176,34,142,37,3
0x191Ac84067DB87283a1864e1C606e9d51c32f511,tshwangq.eth,20,0,20,31797.74163,176,83,93,50,0
0x0EE4e42b1096530f80A589CB13461930704517d0,migugat.eth,20,0,20,160432.6146,175,88,87,50,1
0x38A48B784dbE0a5a784f971eDA83a9550DdF8300,happywatermelon.eth,19,1,18,73713.17417,175,61,114,50,0
0x3e92d661Bd5063f7Df955d68E123b96D069069e9,NULL,11,1,10,69131.59382,175,87,88,36,1
0x3c8aF873cCf3379491750835130D1d81bEEcc9c3,xbing.eth,12,1,11,32898.42817,175,74,101,50,0
0x27De0fA057415F722365E64a7005d80cb2f3bE1f,NULL,0,0,0,54897.76229,174,43,131,3,0
0xD952f25A26404E6C1d3E320C7116fc444296a2e7,NULL,13,1,12,40970.27166,174,56,118,49,4
0xC53104EfC160292eB9f4Dc52c1A58d3ED54f9faf,myegg.eth,20,1,19,34281.52607,174,13,161,17,1
0xc73BDcE2169b916CE599486D6C26a32f52FCE512,xandre.eth,7,1,6,74516.78282,173,54,119,25,1
0xc73BDcE2169b916CE599486D6C26a32f52FCE512,xandre.eth,7,1,6,74516.78282,173,54,119,25,1
0xce1e3BEfEE573A29816893468540cdd2AC0C4D34,520025.eth,12,1,11,31958.84309,172,76,96,40,3
0x9C2Fd95e1B8BD9BE5612700B0b29C893FEa417E1,fivezero.eth,16,1,15,28442.3553,172,25,147,50,3
0x6c2E8ed3fdD38eAA1048BC42F817bE18d804c07c,pi123.eth,3,0,3,50302.95716,171,60,111,50,0
0xfe253Ac7e42900D1ae4195a1147F2dB5CEAbB0BB,hualala.eth,20,1,19,39807.36881,170,40,130,50,0
0x17Fe4ED21e35B5ad800179b0c20447cA3F5280Db,11223.eth,20,1,19,79075.62513,169,59,110,50,2
0x540c44FF7B71F2487Cd11aaF53aeC1a85BFE8f7a,illpo.eth,11,1,10,222258.7192,168,45,123,27,2
0x0F7f692BCEb3255E344647aA0088ABf08Fd5F311,NULL,11,1,10,47073.78873,168,88,80,24,0
0x0a771437eE59Dcd30429ddA71a1A011db8957BD1,sunyuchentron.eth,3,0,3,29002.31746,168,60,108,32,1
0x7D4E5ee8ab737aB69ba56Bb329E456C715af6786,NULL,0,0,0,55653.33065,167,44,123,3,0
0xf88EaDe6A90e32C869BD12Bcc0071Dc42aB77529,yankeetsao.eth,16,1,15,26161.4593,165,93,72,50,3
0x9f3e6825D3677F0228153f01dA1DA9f9a856d688,softlyfear.eth,20,0,20,64412.23137,164,24,140,50,0
0x36225a2aDEb2cb02d2798Cd79f9C767bB84F676A,NULL,8,1,7,50134.1231,164,89,75,36,1
0x4Df0Df2d3780A192E4EE87cce6156c562904e940,NULL,9,1,8,40119.04718,164,89,75,50,1
0xAa1Ad4784c1f3099447d85E97aa551614bcf601C,pikpika.eth,12,1,11,155843.2745,162,92,70,50,2
0xfefbA63bCbaAa60056Bd095e75c25918f7D7e4cd,seyyyed.eth,20,0,20,91061.10661,162,78,84,50,0
0x4e41f1CB8C7a999141f6888ee923C572f4861713,lovelulu.eth,10,1,9,26398.21862,162,88,74,41,2
0x97D57D5Cf77AE7e0ed0355211B5332f4fe7B1347,NULL,8,1,7,50292.78598,161,89,72,36,1
0x8E552c2370A95d3944b98feCc32B0Ba9C0D34362,NULL,8,1,7,48373.58759,161,86,75,41,1
0x8dD4AbFc90031237B8a0736d7485f0C4b4601872,NULL,5,0,5,168280.1087,160,68,92,42,2
0xB4426CCB57E9faDa3463e244eda4f8Dae3A66802,mihanblockchain.etherbase.eth,20,1,19,62866.28091,160,61,99,38,2
0xf84708990Db367160847dEb9b21Eb886Db456dc9,NULL,9,1,8,49975.02094,160,89,71,37,1
0x5e349eca2dc61aBCd9dD99Ce94d04136151a09Ee,lindajxie.eth,0,0,0,236693243.9,159,92,67,1,0
0x6B190ca03fF9cb582Fc80d0fa76069d8768b8B99,mermaid1.eth,16,1,15,197932.3954,159,41,118,50,0
0x2022961ef4f5085D978128C054E675bEcBbdf738,azari0x.eth,17,1,16,66722.11172,159,41,118,50,0
0x29ccC63EdE1a0ad108Be56ECE9aD76BC3d0d64cB,eazzy.eth,20,0,20,28450.92661,159,56,103,50,1
0xf935861a8b8cc6867Eeb463D97b501c69D177092,mistdao.eth,12,1,11,141922.8461,158,75,83,50,1
0x0E7462dB19d0b95ADCB5c847DAcB110c7b182d50,NULL,15,1,14,70678.99366,157,51,106,31,2
0x3112e55CA508966051ce43676A33d67a41771616,NULL,4,0,4,50437.18919,157,60,97,50,0
0x188C30E9A6527F5F0c3f7fe59B72ac7253C62F28,cryptoetc.eth,15,1,14,166945.6346,156,23,133,50,0
0x336F556C2d208a2A48929872540DB72C124eD64e,NULL,11,1,10,46111.44414,156,60,96,50,0
0x76918841298C0EecF0Fe9409CDAD3000320666ED,alpha1.eth,9,1,8,372441.2235,155,68,87,50,2
0x09a60649F4d29Abf919dc130E7D517352f988087,jmarx.eth,12,1,11,90928.94106,155,71,84,35,0
0x8603b5dF388Eb0a1790a70cF0CfbaD166665cDB2,15204862150.eth,20,1,19,53489.38127,155,83,72,50,0
0xAdAB4df3d8Fb2927F59487C2Fd90df17A3aE20cE,sukebangames.eth,15,1,14,96002.38212,154,47,107,50,0
0xFb76A3e467d8BF5f7a889971C80dD90493Ba67f4,NULL,9,1,8,50500.3905,153,89,64,34,1
0xB110BD3F66f7692577E74F57adcaE2576eAD6702,a3roger.eth,6,1,5,47908.99637,153,36,117,20,0
0xdb21b58c882b08Ef367D2336AeD9E234A9Fb9b20,mahd78.eth,17,1,16,30820.13939,153,58,95,50,0
0x48A63097E1Ac123b1f5A8bbfFafA4afa8192FaB0,ceresstation.eth,10,1,9,63577593.02,152,72,80,3,0
0x64aC697f84BcDDFaCAB514F07DD147C6958a7915,h4mid.eth,11,1,10,318038.6779,151,93,58,50,1
0xffBFaD323308e04aA1c9DdC48a2f84121Ad223d4,NULL,9,1,8,50482.95504,151,88,63,35,1
0x8EA6B66e0Cc397E645e44378Dc6595C73326fcF5,NULL,20,0,20,26633.22538,151,36,115,45,3
0x265C328BF0Cad7F6FCddD375A4c02754963E3a2e,hujiawei.eth,16,1,15,2170221.498,150,90,60,50,0
0x0017f7aDF1B404298efA3015cA0b56961fEa4c34,farzink.eth,18,1,17,45269.1284,150,53,97,36,1
0x025376E7e7f161A198fb5fc90a220A553836d11A,kumosoukai.eth,7,1,6,674870.6902,149,71,78,34,2
0x7c7FB6846e7633342eeEf5bD236b54dD511dAc30,berlintor.eth,7,0,7,49306.74507,149,48,101,43,2
0x2Ab4e42c2190C05b3dccD9B039dAf8743217392a,wrappedmoon.eth,10,1,9,124510.0772,148,77,71,49,2
0x6058f8E21D7D736b574e80c2B57e73fDf360bae0,feredi9.eth,20,0,20,101358.3648,148,87,61,50,0
0x6058f8E21D7D736b574e80c2B57e73fDf360bae0,feredi9.eth,20,0,20,101358.3648,148,87,61,50,0
0x4a0145968Cc2657Fe252F14FBc1f32B89aFA0254,NULL,11,1,10,67977.43619,148,88,60,50,0
0xfCb5A922877683128cc8B52CD7883CAb12D21229,garamtomasala.eth,7,1,6,64829.55303,148,21,127,50,2
0x918991dAe297d530c45829DB90B0475EB8B8674A,payoro.eth,20,1,19,44780.1285,148,67,81,50,0
0xC51cD7160045eCc2370aCA4accdD4604F09EC87C,hossa2025.eth,18,1,17,42375.70918,148,55,93,50,2
0xA50fbfbDB99262Ad4c1E12B607Ad379952D5BF75,hefeifan119.eth,15,1,14,27609.61001,148,65,83,48,2
0xDaD1F1932B0FD288146BA9C21cfF203E446D2228,NULL,6,1,5,51117.12508,147,90,57,15,0
0xDaD1F1932B0FD288146BA9C21cfF203E446D2228,NULL,6,1,5,51117.12508,147,90,57,15,0
0xF4B0556B9B6F53E00A1FDD2b0478Ce841991D8fA,olimpio.eth,9,1,8,32903428.76,146,92,54,8,0
0xfF47692E1b8903968677eb1dc5AE961CFaD4A490,raha99.eth,20,0,20,153582.2944,146,70,76,48,1
0xD2d35F43eD710Ba948A3CC506442828e4bBa4787,NULL,14,1,13,59359.79463,146,58,88,10,0
0x7F61c86B23212C709dBff02A5cC35557eF5f4D72,NULL,7,1,6,51010.7278,146,87,59,35,1
0x0F81377675987dD50e019770Ec88eAeba937901B,NULL,9,1,8,48590.06961,146,86,60,33,1
0xF4c5c637417116E8Ad1A0f5A9E8BE1acBe5d64AF,chenyunfei.eth,20,1,19,66764.62833,145,24,121,50,0
0xCfe8814d775701eEF4FDcAd0165f339f1B48b015,NULL,16,1,15,61286.19681,145,60,85,35,0
0x9263a8E75D899E27D47B413853Fa0dB3eA345e05,NULL,14,1,13,87703.5994,144,44,100,50,2
0xa7a4fCFd487e107613a1347EDF3B93fC9d872027,NULL,7,1,6,51101.32336,144,87,57,34,1
0xe5FF92782BC1daEBCe2fD596CAdbb5987989a452,NULL,11,1,10,41419.38621,144,67,77,23,0
0xE9f89D3ddeD8c92eF9402E1A2608590d1c041239,ab100.eth,20,1,19,35306.56523,144,67,77,50,1
0x389C41AB9A7Fb52Bc1e575A0C6B81405B06973c7,NULL,13,1,12,33281.15167,144,88,56,24,0
0x1653fF6cd12628AE47fcED55F65082FE4390e605,stranglethorn.eth,6,1,5,202081.018,143,92,51,26,1
0x4D9618239044A2aB2581f0Cc954D28873AFA4D7B,dogss.eth,15,1,14,51028.42388,143,40,103,33,1
0x4752336751Fa80b39A780d386cEC77167467C915,wfxl8768.eth,20,0,20,27236.54418,143,81,62,13,1
0xf9551c66995eD3Ff9bb05C9Fd7ff148Bd75dc99a,nathanvdh.eth,11,1,10,11400089.35,142,77,65,8,0
0xD66164C4B658f3704b5cAA67b33f07F3842EE063,universalvalue.eth,8,1,7,676575.9539,142,88,54,46,4
0x59318ae01cF8e546BF880D4cf222020e70c0912D,NULL,9,1,8,46033.29756,142,80,62,34,1
0xD01A2311cA001241502394d25Bc08b0aD8Cd2229,fomosapien.eth,20,1,19,33267.01573,142,19,123,2,0
0xbE93d14C5dEFb8F41aF8FB092F58e3C71C712b85,elderorb.eth,20,1,19,496066.2385,141,40,101,50,0
0x356E9342b2FAde6003AE70fE28Ef8D28475e06b0,NULL,9,1,8,51973.57205,141,90,51,33,1
0xf4fb4C77ed823F135E6Fd31b0Cf09ec770e27F12,chdonger.eth,16,1,15,79275.47488,140,77,63,50,0
0x5c6373DF7c89cAB910b5aFd702c1C8F01fFB4f46,amirbm.eth,20,1,19,43814.39889,140,66,74,50,1
0x6fec6cB90D4bc025D5249F299d640D66FCbfb6eb,ap0ll0517.eth,9,1,8,197460.8081,139,21,118,1,0
0x37E2bBC7b95810B064d80e02Ad3421e30f428EF6,NULL,14,1,13,131012.2102,139,39,100,42,3
0xf47F60Cb5426f63a8dD3786387742c2c49Ad96E3,btcet.eth,15,1,14,54165.24758,139,81,58,31,1
0x579122fEe6CEbD8a8B36c2108aC64F744BeF2051,zypsycom.eth,10,1,9,33767.79165,139,75,64,50,2
0xeAbd9Ab3EbE4056bD148AD06B5273f2F141eFA6c,NULL,8,1,7,52946.92357,138,78,60,42,2
0x36Aa31Ef7aA47e02d849378208c74A6369f16660,NULL,9,1,8,51599.60958,138,87,51,35,1
0xAEd5bD19D38b1C98bab37FCFaC4B69F17eba7563,huangjx.eth,15,1,14,30566.13529,138,43,95,50,1
0x58Bec1462E6Fc1B3D25F3A5ced150e40aaa72EC5,loveyou1314.eth,20,1,19,54503.72357,137,82,55,50,1
0xcA82421b268F06F2cFa9333e723336949e7b8FB9,nolanno1.eth,8,1,7,33969.39936,137,50,87,31,0
0xC9e05c9Ca8c8584Cc5e1c7b29742787362869773,df2021.eth,13,1,12,33079.80484,137,62,75,42,1
0xe71c9FC7F58BaA5501f8F64C0b7B8FB11b7bdCd9,NULL,11,1,10,32295.60607,137,86,51,20,0
0x3E86eAC93A2dbB4faEB8709d77d451aeDA710eF9,metafox.eth,18,1,17,26165.47405,137,3,134,21,1
0xA2A8FF2AC4f5045aF0cdAB6F8A37Bc0072b13Fa5,patient0zero.eth,16,1,15,190415.9873,136,84,52,50,1
0x9E5488452BD4f5a28A43b39B9b7E0Ba59aedBDFe,piscan.eth,20,1,19,109190.539,135,89,46,50,1
0xd26a0a35321C6793E47eB602F1676C915caF111c,aicyq.eth,20,1,19,137285.9145,133,51,82,50,2
0xB5837c5D23160510f0f2e9A8fe08ff3f5c8CB036,NULL,9,1,8,50492.33136,133,89,44,32,1
0x488bc9BC9e1873b95859CB7B85B5E4ab699D40e8,NULL,3,1,2,39862.87919,133,74,59,33,1
0x65f853B6624e8Ef6be6F4b2490A5d62fD711E43D,hashflowtoken.eth,9,1,8,140962.3375,132,76,56,36,1
0x162AD50b8fedAa690F70642fB697B05Fc4e6328f,hbkurt.eth,9,1,8,85513.92377,132,60,72,50,1
0x01F761805C90Bc8abFAf504075AfDB87e1e5DC08,thunderbluff.eth,7,1,6,73122.87547,131,92,39,23,1
0x171C8bE8b92674F7d7B0593ACA4619a25a40b6F0,kruse888.eth,17,1,16,56852.07577,131,40,91,49,2
0xb1237f83971B520c9502e9Fa59C3a6b642Cb04dB,niceaccount.eth,19,1,18,40245.9548,131,44,87,39,1
0xe719529Be204D3c1243952Fb5722E0cFaA0B2Be5,desolace.eth,6,1,5,228141.7631,130,92,38,21,0
0x9A4fD7EFD60C37B7D7e61de3F9E642Ed584DF4bF,aiyuan.eth,6,1,5,177346.2102,130,92,38,25,2
0x134A1fC52c13eB57Da610595509aAb389140Fdd9,NULL,9,1,8,136161.8606,130,60,70,44,2
0xFbE4b8A45b43C314a3bf28FD6848D4698FFE2A85,fatemehghasemi.eth,11,1,10,43619.21275,130,88,42,50,0
0x9C7eFD9D6A1e2f8D952FdF874883Cfb1c53683A9,NULL,6,1,5,41632.47053,130,89,41,37,1
0xe9aa9e67d2d640A738d3d6Aec8d3f73C3a55a338,NULL,3,1,2,40149.2848,129,68,61,37,1
0xCd09c60a826b735265d6B9BeA068097324A39943,maryy.eth,20,1,19,26651.01973,129,59,70,50,0
0xB36504f950615e543919FE4A5a2A7A2719cA80Bb,darkshore.eth,6,1,5,212158.1504,128,92,36,28,0
0x57E51559Ea428787b884EF33A6780FA8478d4E58,mega-rich.eth,8,1,7,180870.388,128,87,41,32,2
0x7552bCD1d045eABCB304d34f0574A9e3c7C8F9f1,tinúviel.eth,7,1,6,49511.44486,128,92,36,26,0
0x391985Fdf0F28De092027D52763621221684caDf,871121.eth,20,1,19,31214.00588,128,31,97,50,0
0x53EBe91da07D4a2894561d4f6c451A25207A38Fa,zhaogev5.eth,13,1,12,44577.53768,127,43,84,50,0
0xFd87C20C06F49b193e742600E2589A1C6A6E6aC1,NULL,3,1,2,40525.60132,127,69,58,33,1
0x125C459dF3e8454b3c90462f5078c34182bd1312,krystianinho.eth,9,1,8,30985.41796,127,75,52,50,0
0xE5b1918D99f9B5b63817F6C9A7afdA744eF1F647,2559.eth,19,1,18,67581.93609,126,75,51,50,0
0x4b0Ca656e3042cac1Ad9929AAA9B0B46f8F58f36,mohammad66.eth,8,1,7,27245.25858,126,82,44,50,0
0xF814a8e1607Aa1d1a33F42a4c9B3b67eAdCE45bD,kiphos.eth,16,1,15,27190.35767,126,35,91,4,1
0xed11e5eA95a5A3440fbAadc4CC404C56D0a5bb04,she256.eth,1,0,1,13125272.3,125,76,49,0,0
0x5aE60432076d1885AA082546CAe5d0E4cF0E9b1B,0x73l.eth,5,1,4,248773.9759,125,90,35,50,2
0x6C19180A32B4e13b1AA55CA963Bd6fb195AD2e90,superbud.eth,12,1,11,55172.41062,125,71,54,50,0
0xA58d091B9A59096d4504cECBa04F071982F55a9F,obsoletefunds.eth,4,1,3,93178.1979,123,84,39,8,3
0x8456FD2d8d4a5cBd9ee3Cf8E10802cBB75DF7A03,NULL,8,1,7,42765.98763,123,83,40,34,1
0x9F3dAC6cD3E0700495887c5677eeA370C363E4ff,NULL,3,1,2,39047.11312,123,64,59,37,1
0x4c08c13F883E90F2BDb003c4650511493e6Fa0FD,NULL,3,1,2,113868.5282,122,92,30,25,2
0xea86bc36b6738d9A1861bFeA27F2bdcF35950134,00928.eth,1,0,1,78224.44237,122,69,53,30,1
0x20dD1B41545fe1b42f55931d1F69CE04034287a2,NULL,3,1,2,39421.8511,122,92,30,22,2
0xF68D2BfCecd7895BBa05a7451Dd09A1749026454,mastermojo.eth,15,1,14,61348.17312,121,39,82,50,2
0xf310413c9497FdDD596BC07B76ABEdFfD93e5cF0,NULL,15,1,14,56545.43485,121,74,47,24,0
0x708C7828A525379799911267F4Ca212047AdEB71,liuhaibo.eth,8,1,7,39207.05322,121,60,61,28,1
0x46b2e0e5Bc105423C0aB96085280D57Ed88ec655,zahhra.eth,13,1,12,37620.71048,121,70,51,50,1
0x1E4Cfc9d97D49caB02a9cd42d87C873Bb304EB05,0x52777.eth,14,1,13,27884.55647,121,59,62,39,0
0x28872bA19147c04b40C0769B170a40faA52Ab26c,coslight.eth,6,1,5,67702.02682,120,87,33,50,2
0x84f918BA377cbd0385B4Ef28F6b2b6d7E9B54a4B,dustinmaree.eth,15,1,14,550337.4298,119,27,92,29,1
0x8f2ffa4Fe0a0cE367D9039E0e5d09fC3e76bAf95,jiiggy.eth,9,1,8,95731.76518,119,92,27,50,3
0xe655016b2183deE463197f0C176eafE14BbFC304,kelizhdak.eth,17,1,16,153879.9152,118,58,60,50,0
0xEa173f401253436102DA7a77548fc99322bd76B8,rezar.eth,20,1,19,120447.134,118,48,70,50,0
0xe996C9AB0967735cdf31718DfbeE36f9eD724A2d,NULL,7,1,6,28309.90305,118,83,35,5,0
0x8101DD7BA5823B57E3e82cBEa1bF64371BA4cD2A,NULL,6,1,5,26678.24099,118,85,33,21,2
0x1ac1a90b1dCD33f7979be3aFa9DcD3B70b8A76A0,01001.eth,20,1,19,88346.98693,117,33,84,48,0
0xaE6C625be6308DBF2cF870b290f9CF497e1068CC,NULL,5,1,4,51041.58482,117,90,27,35,1
0x78b155D7bc284A887F09E028A360a36cC4C4d4C8,alertcat.eth,7,1,6,118794.1716,115,60,55,50,0
0x4040CDcdFa5543d8441c13CD8e0cB4A85277F34B,NULL,17,1,16,28772.55037,115,37,78,41,3
0xd23199F1222C418ffC74c385171330B21B16e452,sugma.eth,20,1,19,24349002.62,114,92,22,21,0
0xb9d3CeFE5AE4b1279C0fC7BC4a8f1dB8e4726dac,0xycj.eth,8,1,7,87312.47203,114,54,60,12,1
0x687d395b5908c636B821221201334e8CF29863BF,dabingaccount.eth,20,1,19,27662.73048,114,45,69,21,1
0x1de2A056508E0D0dd88A88f1f5cdf9cfa510795c,hailvitalik.eth,20,1,19,11546871.7,113,91,22,50,2
0x8c6463594D7A4c2e8fe8C8E38964B6837a9D0415,sportsmeet.eth,8,1,7,81710.79269,113,59,54,50,1
0x84ad027C066B0F5Cb7e2d61cF1e1C6B616Df1bd2,profilo.eth,14,1,13,79952.72008,113,73,40,50,3
0xD979232dcE7c07fD96DCfE4547409C05e1D8Fc01,NULL,16,1,15,56894.99698,113,75,38,19,0
0xEf191aeb45A0d6f393D4a592f94152836d5758f8,mooncake.eth,13,1,12,40594.83026,113,26,87,42,1
0x266B0faD82DAeAFBcFDF95B3c71B8c43dc5C3039,bernoluti.eth,19,1,18,33056.98813,113,45,68,50,3
0xF2186FC0a8Af528FbB51a59f33624d411f2A1011,xplovemy.eth,12,1,11,101595.2677,111,46,65,29,1
0xF2186FC0a8Af528FbB51a59f33624d411f2A1011,xplovemy.eth,12,1,11,101595.2677,111,46,65,29,1
0x5971818FfFBCCd9cfadBC5f95D130f73F5372E2a,daiguren.eth,10,1,9,72042.02064,111,34,77,0,0
0x767A60F295AEDd958932088F9Cd6a4951D8739b6,mozuku.eth,20,1,19,31581.3059,111,44,67,50,0
0x3f6364f662B0127a3430bb9a9Fc16B602Da9a188,NULL,0,0,0,282221.9806,110,82,28,40,1
0x8036c27Fab2691804B28b9F47239E64c15E249bf,vencn.eth,15,0,15,74988.18003,110,41,69,50,1
0x658E0F8A4644719944655b59201bc0C77af9c002,legendfan.eth,6,1,5,52886.85611,110,64,46,22,1
0xA20e091B79c94EE98075676Fb9A821A8C0C5E3CE,NULL,5,1,4,31559.8506,110,86,24,15,0
0x33ce1310E0E95bDb74fe3bA755231B0fe1849105,boembarie.eth,7,1,6,104111.546,109,39,70,14,2
0x33ce1310E0E95bDb74fe3bA755231B0fe1849105,boembarie.eth,7,1,6,104111.546,109,39,70,14,2
0x8bcBB2743467773C65efF63ba77d2cAce3c8691B,gooddad.eth,14,1,13,74271.47616,109,32,77,19,0
0x13C0064e70AdC67C578D1533ffbd00b8655a812e,spdrt.eth,3,1,2,41954.26724,109,40,69,19,1
0x31953656289958C50CeB674C4962F40AAaF2C8e4,shopdao.eth,17,1,16,33820.49614,109,48,61,50,0
